tarih,sube_kodu,sube_adi,il,ilce,sube_tipi,kabul_edilen,teslim_edilen,bekleyen,geciken,iade_edilen,ortalama_teslim_suresi,toplam_personel,dagitici_sayisi,gise_personeli,izinli_personel,fazla_mesai_saati,sikayet_sayisi,basarisiz_teslimat,hasarli_gonderi,yanlis_teslimat,toplam_gelir,kargo_geliri,bankacilik_islem_sayisi,tahsilat_sayisi,hava_durumu,resmi_tatil,bayram_donemi,bolgesel_yogunluk,teslim_basarisi_pct,gecikme_orani_pct,iade_orani_pct,sikayet_orani_binde,personel_verimliligi,dagitici_is_yuku,gonderi_basi_gelir
2026-05-23,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,103,98,3,5,2,1.31,14,5,4,1,0.0,0,3,0,0,5445.92,4234.34,49,17,Açık,0,0,0.84,95.15,4.85,1.94,0.0,7.0,20.6,52.87
2026-05-24,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,191,177,11,13,3,1.74,24,9,10,2,0.0,2,9,0,0,8427.88,6974.52,64,23,Açık,0,0,1.29,92.67,6.81,1.57,11.3,7.38,21.22,44.13
2026-05-24,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,188,172,13,15,3,1.56,21,8,8,1,0.0,3,12,1,1,8488.87,6381.45,96,38,Yağmurlu,0,0,1.27,91.49,7.98,1.6,17.44,8.19,23.5,45.15
2026-05-24,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,249,230,13,13,6,1.4,28,11,12,2,0.0,5,10,1,1,11756.93,9713.33,89,47,Bulutlu,0,0,1.53,92.37,5.22,2.41,21.74,8.21,22.64,47.22
2026-05-24,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,259,250,4,5,5,1.5,25,10,10,1,0.0,0,7,2,1,13388.9,10554.4,128,61,Açık,0,0,1.58,96.53,1.93,1.93,0.0,10.0,25.9,51.69
2026-05-24,S005,İzmir Konak,İzmir,Konak,Merkez,199,189,9,13,1,1.43,23,9,9,2,0.0,3,5,1,1,10875.44,8693.73,90,46,Açık,0,0,1.42,94.97,6.53,0.5,15.87,8.22,22.11,54.65
2026-05-24,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,253,224,24,30,5,2.06,19,7,7,4,27.9,3,7,1,1,11383.28,8681.06,115,59,Açık,0,0,1.28,88.54,11.86,1.98,13.39,11.79,36.14,44.99
2026-05-24,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,214,204,7,11,3,1.32,20,8,7,0,0.0,2,5,0,1,8900.18,7369.39,74,37,Bulutlu,0,0,1.25,95.33,5.14,1.4,9.8,10.2,26.75,41.59
2026-05-24,S008,Konya Selçuklu,Konya,Selçuklu,Orta,172,163,6,9,3,1.18,16,6,5,2,6.3,3,3,1,0,8328.86,6509.31,92,42,Açık,0,0,1.01,94.77,5.23,1.74,18.4,10.19,28.67,48.42
2026-05-24,S009,Samsun İlkadım,Samsun,İlkadım,Orta,158,149,6,7,3,1.33,15,6,4,2,1.4,0,4,1,0,7240.65,6015.23,57,18,Açık,0,0,1.01,94.3,4.43,1.9,0.0,9.93,26.33,45.83
2026-05-24,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,136,129,5,7,2,1.39,14,5,4,0,0.0,3,3,0,0,6410.8,5195.44,48,22,Bulutlu,0,0,0.93,94.85,5.15,1.47,23.26,9.21,27.2,47.14
2026-05-25,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,537,477,46,54,14,1.77,24,9,10,0,14.1,10,21,2,0,26171.53,20995.57,215,109,Açık,0,0,1.36,88.83,10.06,2.61,20.96,19.88,59.67,48.74
2026-05-25,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,506,454,45,50,7,1.57,21,8,8,1,19.7,7,13,2,1,26710.79,21790.97,192,101,Bulutlu,0,0,1.21,89.72,9.88,1.38,15.42,21.62,63.25,52.79
2026-05-25,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,541,501,29,35,11,1.63,28,11,12,1,12.3,4,11,2,1,27616.12,20503.82,292,153,Açık,0,0,1.36,92.61,6.47,2.03,7.98,17.89,49.18,51.05
2026-05-25,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,548,507,32,41,9,1.51,25,10,10,1,17.3,6,17,2,2,28989.95,23662.59,203,70,Bulutlu,0,0,1.36,92.52,7.48,1.64,11.83,20.28,54.8,52.9
2026-05-25,S005,İzmir Konak,İzmir,Konak,Merkez,539,480,47,57,12,1.5,23,9,9,2,27.5,8,16,2,2,24074.7,18959.04,203,107,Açık,0,0,1.32,89.05,10.58,2.23,16.67,20.87,59.89,44.67
2026-05-25,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,463,395,59,62,9,2.24,19,7,7,2,29.5,9,29,2,2,21463.02,16107.17,233,92,Yağmurlu,0,0,1.29,85.31,13.39,1.94,22.78,20.79,66.14,46.36
2026-05-25,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,550,463,79,89,8,2.37,20,8,7,2,33.1,12,32,3,1,25470.62,21225.28,201,67,Yağmurlu,0,0,1.24,84.18,16.18,1.45,25.92,23.15,68.75,46.31
2026-05-25,S008,Konya Selçuklu,Konya,Selçuklu,Orta,347,329,14,16,4,1.79,16,6,5,0,7.6,3,6,1,1,19167.51,15545.01,148,48,Açık,0,0,0.93,94.81,4.61,1.15,9.12,20.56,57.83,55.24
2026-05-25,S009,Samsun İlkadım,Samsun,İlkadım,Orta,346,304,35,40,7,2.02,15,6,4,1,16.5,6,19,1,1,17797.37,14046.2,160,59,Yağmurlu,0,0,0.88,87.86,11.56,2.02,19.74,20.27,57.67,51.44
2026-05-25,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,372,319,46,49,7,1.9,14,5,4,1,22.9,7,11,2,2,17190.46,13671.55,183,87,Açık,0,0,0.89,85.75,13.17,1.88,21.94,22.79,74.4,46.21
2026-05-26,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,593,509,78,88,6,2.02,24,9,10,2,32.8,11,23,2,2,23736.18,18784.04,232,113,Açık,0,1,1.84,85.83,14.84,1.01,21.61,21.21,65.89,40.03
2026-05-26,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,586,522,51,57,13,1.56,21,8,8,0,22.4,7,14,2,1,27688.79,21799.4,247,108,Açık,0,1,1.61,89.08,9.73,2.22,13.41,24.86,73.25,47.25
2026-05-26,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,591,518,56,59,17,1.71,28,11,12,1,12.8,10,36,2,1,28830.83,24190.33,190,63,Yağmurlu,0,1,1.85,87.65,9.98,2.88,19.31,18.5,53.73,48.78
2026-05-26,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,663,597,56,65,10,1.88,25,10,10,2,32.8,9,20,2,1,32861.77,24890.92,329,164,Açık,0,1,1.83,90.05,9.8,1.51,15.08,23.88,66.3,49.57
2026-05-26,S005,İzmir Konak,İzmir,Konak,Merkez,545,479,51,60,15,1.75,23,9,9,2,27.2,6,17,2,2,23089.5,18370.82,181,87,Bulutlu,0,1,1.67,87.89,11.01,2.75,12.53,20.83,60.56,42.37
2026-05-26,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,499,431,53,63,15,1.89,19,7,7,0,15.8,9,26,3,2,20151.52,16144.33,191,61,Yağmurlu,0,1,1.44,86.37,12.63,3.01,20.88,22.68,71.29,40.38
2026-05-26,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,536,476,49,57,11,1.6,20,8,7,1,23.4,7,14,2,1,24756.01,20138.75,182,83,Açık,0,1,1.52,88.81,10.63,2.05,14.71,23.8,67.0,46.19
2026-05-26,S008,Konya Selçuklu,Konya,Selçuklu,Orta,374,337,33,36,4,1.83,16,6,5,1,15.8,5,11,1,0,19192.78,15903.16,156,47,Açık,0,1,1.14,90.11,9.63,1.07,14.84,21.06,62.33,51.32
2026-05-26,S009,Samsun İlkadım,Samsun,İlkadım,Orta,343,320,18,23,5,1.28,15,6,4,0,9.4,6,10,1,1,18681.2,14877.6,181,78,Açık,0,1,1.15,93.29,6.71,1.46,18.75,21.33,57.17,54.46
2026-05-26,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,370,313,50,51,7,2.21,14,5,4,1,19.7,8,28,1,1,16014.8,12352.44,184,67,Yağmurlu,0,1,1.13,84.59,13.78,1.89,25.56,22.36,74.0,43.28
2026-05-27,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,557,478,73,79,6,2.14,24,9,10,2,31.0,9,18,1,1,23509.78,17598.85,265,93,Açık,0,1,1.79,85.82,14.18,1.08,18.83,19.92,61.89,42.21
2026-05-27,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,589,518,62,66,9,2.04,21,8,8,1,27.1,8,14,2,1,24219.56,19196.65,196,65,Bulutlu,0,1,1.76,87.95,11.21,1.53,15.44,24.67,73.62,41.12
2026-05-27,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,643,573,58,67,12,1.48,28,11,12,3,37.9,9,14,4,2,28724.54,23128.4,273,99,Açık,0,1,1.85,89.11,10.42,1.87,15.71,20.46,58.45,44.67
2026-05-27,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,642,572,58,70,12,1.79,25,10,10,2,31.4,10,20,3,2,33698.42,26233.98,284,109,Bulutlu,0,1,1.75,89.1,10.9,1.87,17.48,22.88,64.2,52.49
2026-05-27,S005,İzmir Konak,İzmir,Konak,Merkez,602,534,54,63,14,1.89,23,9,9,1,25.5,7,14,1,2,27925.6,21426.47,289,99,Açık,0,1,1.75,88.7,10.47,2.33,13.11,23.22,66.89,46.39
2026-05-27,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,535,448,77,82,10,2.11,19,7,7,2,38.8,10,14,3,0,21662.59,17622.24,194,65,Açık,0,1,1.47,83.74,15.33,1.87,22.32,23.58,76.43,40.49
2026-05-27,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,519,442,65,69,12,1.97,20,8,7,1,21.6,9,30,1,1,24804.46,20124.86,212,111,Yağmurlu,0,1,1.62,85.16,13.29,2.31,20.36,22.1,64.88,47.79
2026-05-27,S008,Konya Selçuklu,Konya,Selçuklu,Orta,520,438,75,84,7,2.19,16,6,5,1,33.7,10,15,2,0,20919.66,17678.81,173,60,Açık,0,1,1.39,84.23,16.15,1.35,22.83,27.38,86.67,40.23
2026-05-27,S009,Samsun İlkadım,Samsun,İlkadım,Orta,411,356,47,50,8,1.97,15,6,4,0,15.1,7,24,2,1,21632.2,16404.89,207,88,Yağmurlu,0,1,1.14,86.62,12.17,1.95,19.66,23.73,68.5,52.63
2026-05-27,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,290,247,38,41,5,1.93,14,5,4,2,24.6,5,9,2,1,14025.22,11657.24,103,49,Bulutlu,0,1,0.9,85.17,14.14,1.72,20.24,17.64,58.0,48.36
2026-05-28,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,596,525,61,65,10,1.74,24,9,10,0,16.0,8,26,3,0,28781.0,22313.69,227,112,Bulutlu,0,1,1.7,88.09,10.91,1.68,15.24,21.88,66.22,48.29
2026-05-28,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,549,481,60,63,8,1.79,21,8,8,2,32.0,7,14,2,1,28418.96,21815.22,273,113,Bulutlu,0,1,1.6,87.61,11.48,1.46,14.55,22.9,68.62,51.76
2026-05-28,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,663,596,53,61,14,1.48,28,11,12,1,23.1,9,14,2,2,36378.71,28266.25,357,118,Açık,0,1,1.85,89.89,9.2,2.11,15.1,21.29,60.27,54.87
2026-05-28,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,610,531,62,63,17,1.79,25,10,10,3,37.5,8,17,3,2,24280.33,19877.77,204,97,Açık,0,1,1.85,87.05,10.33,2.79,15.07,21.24,61.0,39.8
2026-05-28,S005,İzmir Konak,İzmir,Konak,Merkez,534,467,59,67,8,2.04,23,9,9,3,34.7,8,14,3,2,24202.37,19187.06,262,84,Açık,0,1,1.69,87.45,12.55,1.5,17.13,20.3,59.33,45.32
2026-05-28,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,532,446,76,87,10,1.97,19,7,7,2,38.1,12,17,1,2,24368.82,17344.53,285,152,Bulutlu,0,1,1.49,83.83,16.35,1.88,26.91,23.47,76.0,45.81
2026-05-28,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,507,434,64,71,9,2.05,20,8,7,3,41.2,8,13,2,1,25108.34,20026.01,245,76,Bulutlu,0,1,1.54,85.6,14.0,1.78,18.43,21.7,63.38,49.52
2026-05-28,S008,Konya Selçuklu,Konya,Selçuklu,Orta,395,321,69,71,5,2.46,16,6,5,3,44.9,10,6,2,1,17786.7,13846.4,173,87,Açık,0,1,1.23,81.27,17.97,1.27,31.15,20.06,65.83,45.03
2026-05-28,S009,Samsun İlkadım,Samsun,İlkadım,Orta,337,311,20,24,6,1.32,15,6,4,0,7.0,3,9,1,0,14583.05,11722.85,125,61,Açık,0,1,1.08,92.28,7.12,1.78,9.65,20.73,56.17,43.27
2026-05-28,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,351,292,55,63,4,2.23,14,5,4,2,31.9,8,7,1,1,14271.37,10760.91,171,79,Açık,0,1,1.03,83.19,17.95,1.14,27.4,20.86,70.2,40.66
2026-05-29,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,631,528,92,106,11,2.4,24,9,10,1,28.1,17,54,4,1,25348.91,21249.41,220,73,Yağmurlu,0,1,1.85,83.68,16.8,1.74,32.2,22.0,70.11,40.17
2026-05-29,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,547,494,39,49,14,1.65,21,8,8,1,23.1,7,14,2,1,27244.38,21236.4,245,133,Açık,0,1,1.65,90.31,8.96,2.56,14.17,23.52,68.38,49.81
2026-05-29,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,624,564,47,55,13,1.59,28,11,12,2,26.1,7,18,2,3,30870.68,24693.58,238,100,Açık,0,1,1.85,90.38,8.81,2.08,12.41,20.14,56.73,49.47
2026-05-29,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,638,552,70,72,16,1.92,25,10,10,1,23.5,11,37,3,2,30770.09,24069.83,336,112,Yağmurlu,0,1,1.8,86.52,11.29,2.51,19.93,22.08,63.8,48.23
2026-05-29,S005,İzmir Konak,İzmir,Konak,Merkez,564,493,63,69,8,1.8,23,9,9,2,28.0,8,14,3,1,28489.78,21230.08,299,140,Bulutlu,0,1,1.7,87.41,12.23,1.42,16.23,21.43,62.67,50.51
2026-05-29,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,461,419,32,37,10,1.65,19,7,7,0,14.8,5,10,2,2,24161.63,18883.42,228,97,Açık,0,1,1.43,90.89,8.03,2.17,11.93,22.05,65.86,52.41
2026-05-29,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,488,421,57,63,10,1.84,20,8,7,1,19.9,10,31,1,1,19794.41,15755.05,172,58,Yağmurlu,0,1,1.51,86.27,12.91,2.05,23.75,21.05,61.0,40.56
2026-05-29,S008,Konya Selçuklu,Konya,Selçuklu,Orta,461,376,75,80,10,2.1,16,6,5,2,36.7,10,17,3,2,18868.91,14111.45,217,74,Açık,0,1,1.34,81.56,17.35,2.17,26.6,23.5,76.83,40.93
2026-05-29,S009,Samsun İlkadım,Samsun,İlkadım,Orta,413,353,50,55,10,1.82,15,6,4,2,30.3,6,13,1,1,16304.51,13377.52,155,62,Açık,0,1,1.18,85.47,13.32,2.42,17.0,23.53,68.83,39.48
2026-05-29,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,401,281,112,96,8,4.5,14,5,4,4,145.0,12,11,1,1,13684.26,10189.14,170,78,Bulutlu,0,1,1.16,70.07,23.94,2.0,42.7,20.07,80.2,34.13
2026-05-30,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,276,254,16,22,6,1.7,24,9,10,1,0.0,4,12,1,1,14636.13,11837.38,107,47,Açık,0,1,1.8,92.03,7.97,2.17,15.75,10.58,30.67,53.03
2026-05-30,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,258,235,19,22,4,1.54,21,8,8,2,2.6,4,17,2,1,12569.06,9352.6,129,46,Yağmurlu,0,1,1.55,91.09,8.53,1.55,17.02,11.19,32.25,48.72
2026-05-30,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,305,287,12,15,6,1.13,28,11,12,4,1.7,0,7,1,1,16863.53,12754.73,148,67,Açık,0,1,1.85,94.1,4.92,1.97,0.0,10.25,27.73,55.29
2026-05-30,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,315,290,19,23,6,1.9,25,10,10,1,0.0,4,18,1,1,15947.54,12552.88,152,54,Yağmurlu,0,1,1.85,92.06,7.3,1.9,13.79,11.6,31.5,50.63
2026-05-30,S005,İzmir Konak,İzmir,Konak,Merkez,290,275,9,13,6,1.32,23,9,9,1,0.0,2,9,1,1,12513.41,10144.45,94,40,Açık,0,1,1.71,94.83,4.48,2.07,7.27,11.96,32.22,43.15
2026-05-30,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,301,278,21,23,2,1.74,19,7,7,1,4.8,4,21,2,0,14067.74,11423.58,131,45,Yağmurlu,0,1,1.6,92.36,7.64,0.66,14.39,14.63,43.0,46.74
2026-05-30,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,257,244,8,10,5,1.5,20,8,7,2,1.9,3,8,1,1,11485.12,8817.78,137,43,Açık,0,1,1.66,94.94,3.89,1.95,12.3,12.2,32.12,44.69
2026-05-30,S008,Konya Selçuklu,Konya,Selçuklu,Orta,221,208,9,10,4,1.48,16,6,5,2,7.7,2,7,1,0,11349.09,9598.36,80,32,Açık,0,1,1.31,94.12,4.52,1.81,9.62,13.0,36.83,51.35
2026-05-30,S009,Samsun İlkadım,Samsun,İlkadım,Orta,195,177,14,17,4,1.42,15,6,4,3,12.5,0,5,1,1,9551.08,7792.27,65,34,Açık,0,1,1.08,90.77,8.72,2.05,0.0,11.8,32.5,48.98
2026-05-30,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,173,159,10,11,4,1.51,14,5,4,2,7.5,1,5,0,1,8731.63,6614.77,79,38,Bulutlu,0,1,1.14,91.91,6.36,2.31,6.29,11.36,34.6,50.47
2026-05-31,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,229,209,17,20,3,1.56,24,9,10,1,0.0,4,12,0,1,10425.94,7858.61,100,48,Açık,0,0,1.39,91.27,8.73,1.31,19.14,8.71,25.44,45.53
2026-05-31,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,231,221,6,10,4,1.42,21,8,8,2,0.0,1,7,1,1,10952.06,9010.14,94,36,Açık,0,0,1.25,95.67,4.33,1.73,4.52,10.52,28.88,47.41
2026-05-31,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,243,229,9,8,5,1.33,28,11,12,2,0.0,2,5,1,1,12560.02,10773.33,84,35,Açık,0,0,1.55,94.24,3.29,2.06,8.73,8.18,22.09,51.69
2026-05-31,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,197,190,4,4,3,1.35,25,10,10,0,0.0,0,6,1,1,10072.26,8000.02,93,40,Açık,0,0,1.4,96.45,2.03,1.52,0.0,7.6,19.7,51.13
2026-05-31,S005,İzmir Konak,İzmir,Konak,Merkez,237,220,12,14,5,1.56,23,9,9,1,0.0,1,7,1,1,12469.0,9997.24,95,41,Bulutlu,0,0,1.35,92.83,5.91,2.11,4.55,9.57,26.33,52.61
2026-05-31,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,140,128,9,11,3,1.66,19,7,7,2,0.0,3,8,1,0,7166.6,5891.99,66,22,Yağmurlu,0,0,1.18,91.43,7.86,2.14,23.44,6.74,20.0,51.19
2026-05-31,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,230,219,8,11,3,1.54,20,8,7,0,0.0,3,5,1,0,11391.61,9260.77,104,32,Açık,0,0,1.34,95.22,4.78,1.3,13.7,10.95,28.75,49.53
2026-05-31,S008,Konya Selçuklu,Konya,Selçuklu,Orta,188,178,6,9,4,1.31,16,6,5,1,0.0,2,5,0,0,8247.32,6744.51,76,36,Açık,0,0,0.95,94.68,4.79,2.13,11.24,11.12,31.33,43.87
2026-05-31,S009,Samsun İlkadım,Samsun,İlkadım,Orta,127,122,4,4,1,1.31,15,6,4,1,0.0,0,4,1,0,5973.75,4806.83,54,16,Açık,0,0,0.78,96.06,3.15,0.79,0.0,8.13,21.17,47.04
2026-05-31,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,173,158,11,15,4,1.48,14,5,4,2,6.4,2,5,1,1,9253.76,7407.07,72,34,Açık,0,0,0.78,91.33,8.67,2.31,12.66,11.29,34.6,53.49
2026-06-01,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,564,470,80,85,14,2.12,24,9,10,3,39.6,10,23,2,1,23154.58,17583.15,286,124,Bulutlu,0,0,1.36,83.33,15.07,2.48,21.28,19.58,62.67,41.05
2026-06-01,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,506,426,71,75,9,2.2,21,8,8,2,31.0,9,30,1,2,22487.96,18148.65,234,85,Yağmurlu,0,0,1.29,84.19,14.82,1.78,21.13,20.29,63.25,44.44
2026-06-01,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,576,536,32,36,8,1.52,28,11,12,1,15.6,5,9,3,1,31324.78,24176.13,289,138,Açık,0,0,1.4,93.06,6.25,1.39,9.33,19.14,52.36,54.38
2026-06-01,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,535,480,41,47,14,1.31,25,10,10,2,22.0,7,14,2,2,26202.7,19943.93,287,128,Açık,0,0,1.36,89.72,8.79,2.62,14.58,19.2,53.5,48.98
2026-06-01,S005,İzmir Konak,İzmir,Konak,Merkez,569,513,42,40,14,1.81,23,9,9,1,22.8,6,16,1,1,25537.26,18494.07,295,146,Açık,0,0,1.42,90.16,7.03,2.46,11.7,22.3,63.22,44.88
2026-06-01,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,478,423,46,48,9,1.78,19,7,7,1,21.5,6,13,2,2,25654.84,19235.2,256,88,Açık,0,0,1.23,88.49,10.04,1.88,14.18,22.26,68.29,53.67
2026-06-01,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,530,455,68,66,7,2.11,20,8,7,2,32.7,10,20,2,1,25584.79,19491.82,285,116,Sıcak,0,0,1.34,85.85,12.45,1.32,21.98,22.75,66.25,48.27
2026-06-01,S008,Konya Selçuklu,Konya,Selçuklu,Orta,378,329,42,48,7,2.12,16,6,5,2,27.2,8,10,2,1,17742.61,14459.27,123,62,Açık,0,0,0.92,87.04,12.7,1.85,24.32,20.56,63.0,46.94
2026-06-01,S009,Samsun İlkadım,Samsun,İlkadım,Orta,339,312,20,27,7,1.63,15,6,4,0,8.2,3,10,1,1,18310.35,14476.18,178,73,Açık,0,0,0.85,92.04,7.96,2.06,9.62,20.8,56.5,54.01
2026-06-01,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,304,277,22,25,5,1.75,14,5,4,1,14.1,5,11,1,0,14303.06,12119.17,119,46,Açık,0,0,0.84,91.12,8.22,1.64,18.05,19.79,60.8,47.05
2026-06-02,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,480,417,56,58,7,2.12,24,9,10,1,15.3,11,37,1,2,19356.44,15631.98,189,58,Yağmurlu,0,0,1.32,86.88,12.08,1.46,26.38,17.38,53.33,40.33
2026-06-02,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,429,386,32,38,11,1.61,21,8,8,2,20.9,3,11,2,1,22322.37,17301.0,214,109,Açık,0,0,1.25,89.98,8.86,2.56,7.77,18.38,53.62,52.03
2026-06-02,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,498,463,23,28,12,1.21,28,11,12,1,8.4,5,17,3,1,23375.36,18925.18,201,109,Açık,0,0,1.55,92.97,5.62,2.41,10.8,16.54,45.27,46.94
2026-06-02,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,476,428,42,48,6,2.02,25,10,10,3,21.3,5,25,2,2,22694.55,19156.1,163,67,Yağmurlu,0,0,1.37,89.92,10.08,1.26,11.68,17.12,47.6,47.68
2026-06-02,S005,İzmir Konak,İzmir,Konak,Merkez,410,386,19,24,5,1.29,23,9,9,2,12.8,2,14,2,1,19740.57,16209.13,148,64,Açık,0,0,1.21,94.15,5.85,1.22,5.18,16.78,45.56,48.15
2026-06-02,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,371,344,18,23,9,1.42,19,7,7,0,8.2,3,9,2,1,15995.6,12502.94,167,62,Açık,0,0,1.08,92.72,6.2,2.43,8.72,18.11,53.0,43.11
2026-06-02,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,394,356,34,37,4,1.83,20,8,7,2,16.2,5,19,1,0,20070.44,15022.19,204,87,Sıcak,0,0,1.09,90.36,9.39,1.02,14.04,17.8,49.25,50.94
2026-06-02,S008,Konya Selçuklu,Konya,Selçuklu,Orta,319,269,45,50,5,2.25,16,6,5,3,32.2,5,9,1,1,16232.5,12156.17,152,76,Açık,0,0,0.94,84.33,15.67,1.57,18.59,16.81,53.17,50.89
2026-06-02,S009,Samsun İlkadım,Samsun,İlkadım,Orta,291,267,21,24,3,1.81,15,6,4,0,5.8,4,18,1,0,15073.59,12131.14,137,47,Yağmurlu,0,0,0.9,91.75,8.25,1.03,14.98,17.8,48.5,51.8
2026-06-02,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,239,212,22,25,5,1.61,14,5,4,2,16.6,2,8,1,1,9929.34,8309.01,85,34,Açık,0,0,0.78,88.7,10.46,2.09,9.43,15.14,47.8,41.55
2026-06-03,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,476,426,43,47,7,1.86,24,9,10,1,15.8,7,20,2,1,25514.47,19881.93,249,126,Açık,0,0,1.47,89.5,9.87,1.47,16.43,17.75,52.89,53.6
2026-06-03,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,437,385,41,40,11,1.63,21,8,8,2,23.0,5,11,0,1,20933.37,17024.28,179,55,Açık,0,0,1.31,88.1,9.15,2.52,12.99,18.33,54.62,47.9
2026-06-03,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,512,473,27,38,12,1.44,28,11,12,2,14.0,6,13,2,1,23546.93,20258.0,169,52,Açık,0,0,1.52,92.38,7.42,2.34,12.68,16.89,46.55,45.99
2026-06-03,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,491,448,39,38,4,1.76,25,10,10,3,23.7,6,9,3,1,25753.1,21325.12,166,91,Açık,0,0,1.46,91.24,7.74,0.81,13.39,17.92,49.1,52.45
2026-06-03,S005,İzmir Konak,İzmir,Konak,Merkez,433,395,32,32,6,1.66,23,9,9,2,14.9,4,18,2,1,22978.15,17709.37,229,92,Sıcak,0,0,1.33,91.22,7.39,1.39,10.13,17.17,48.11,53.07
2026-06-03,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,418,374,34,34,10,1.71,19,7,7,2,26.5,7,10,2,1,19047.74,14794.87,186,63,Açık,0,0,1.37,89.47,8.13,2.39,18.72,19.68,59.71,45.57
2026-06-03,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,360,336,16,18,8,1.42,20,8,7,2,16.2,2,9,1,0,19475.87,15129.37,173,80,Açık,0,0,1.16,93.33,5.0,2.22,5.95,16.8,45.0,54.1
